geoid,year,HIV
55013,2012,26
55015,2012,0
55017,2012,4.77
55019,2012,0
55021,2012,0
55023,2012,0
55025,2012,5.7
55027,2012,4.52
55029,2012,14.38
55031,2012,9.14
55033,2012,9.08
55035,2012,2.98
55037,2012,0
55039,2012,2.95
55041,2012,43.45
55043,2012,7.83
55045,2012,0
55047,2012,21.01
55049,2012,0
55051,2012,0
55053,2012,0
55055,2012,4.73
55057,2012,0
55059,2012,4.4
55061,2012,0
55063,2012,5
55065,2012,0
55067,2012,0
55069,2012,0
55071,2012,4.96
55073,2012,2.97
55075,2012,0
55077,2012,0
55078,2012,0
55079,2012,14.7
55081,2012,0
55083,2012,0
55085,2012,0
55087,2012,2.24
55089,2012,4.61
55091,2012,0
55093,2012,0
55095,2012,0
55097,2012,0
55099,2012,0
55101,2012,6.2
55103,2012,0
55105,2012,2.49
55107,2012,0
55109,2012,4.69
55111,2012,0
55113,2012,0
55115,2012,9.61
55117,2012,2.61
55119,2012,19.53
55121,2012,0
55123,2012,0
55125,2012,0
55127,2012,5.8
55129,2012,0
55131,2012,2.26
55133,2012,2.4
55135,2012,0
55137,2012,0
55139,2012,2.37
55141,2012,0
56001,2012,10.73
56003,2012,0
56005,2012,6.27
56007,2012,0
56009,2012,0
56011,2012,0
56013,2012,0
56015,2012,0
56017,2012,0
56019,2012,0
56021,2012,4.23
56023,2012,0
56025,2012,3.82
56027,2012,0
56029,2012,0
56031,2012,0
56033,2012,0
56035,2012,0
56037,2012,0
56039,2012,13.84
56041,2012,0
56043,2012,0
56045,2012,0
1001,2013,7.24
1003,2013,6.7
1005,2013,14.77
1007,2013,0
1009,2013,5.18
1011,2013,28.2
1013,2013,19.74
1015,2013,6.1
1017,2013,17.3
1019,2013,11.45
1021,2013,9.1
1023,2013,29.79
1025,2013,0
1027,2013,29.66
1029,2013,26.68
1031,2013,11.8
1033,2013,0
1035,2013,31.04
1037,2013,0
1039,2013,7.92
1041,2013,0
1043,2013,4.95
1045,2013,19.4
1047,2013,40.7
1049,2013,5.63
1051,2013,14.8
1053,2013,0
1055,2013,12.5
1057,2013,0
1059,2013,0
1061,2013,11.22
1063,2013,45.75
1065,2013,19.47
1067,2013,17.35
1069,2013,8.1
1071,2013,7.55
1073,2013,30.3
1075,2013,21.07
1077,2013,3.23
1079,2013,11.91
1081,2013,7
1083,2013,8.1
1085,2013,56.2
1087,2013,20.32
1089,2013,13.7
1091,2013,19.85
1093,2013,0
1095,2013,7.7
1097,2013,26.8
1099,2013,0
1101,2013,36.6
1103,2013,3.34
1105,2013,39.92
1107,2013,20.62
1109,2013,12
1111,2013,13.2
1113,2013,16.5
1115,2013,4.63
1117,2013,8.3
1119,2013,22.45
1121,2013,20.3
1123,2013,17.3
1125,2013,26.4
1127,2013,6.06
1129,2013,17.78
1131,2013,35.38
1133,2013,0
2013,2013,97.02
2016,2013,72.58
2020,2013,1
2050,2013,22.53
2060,2013,312.5
2068,2013,160.69
2070,2013,79.84
2090,2013,2.99
2100,2013,154.32
2110,2013,12.25
2122,2013,5.25
2130,2013,29.14
2150,2013,28.3
2158,2013,50.14
2164,2013,242.72
2170,2013,4.2
2180,2013,30.33
2185,2013,41.3
2188,2013,52.05
2220,2013,44.35
2240,2013,57.27
2261,2013,40.97
2282,2013,623.05
2290,2013,70.24
4001,2013,12.2
4003,2013,6.5
4005,2013,10.5
4007,2013,7.54
4009,2013,0
4011,2013,0
4012,2013,19.68
4013,2013,14.3
4015,2013,7.4
4017,2013,15.2
4019,2013,12
4021,2013,13.3
4023,2013,0
4025,2013,4.3
4027,2013,6.7
5001,2013,21.3
5003,2013,0
5005,2013,9.77
5007,2013,3.7
5009,2013,8.02
5011,2013,0
5013,2013,57.24
5015,2013,10.79
5017,2013,35.29
5019,2013,17.59
5021,2013,0
5023,2013,0
5025,2013,34.91
5027,2013,0
5029,2013,0
5031,2013,2.96
5033,2013,6.49
5035,2013,40.2
5037,2013,0
5039,2013,0
5041,2013,23.99
5043,2013,21.29
5045,2013,13.2
5047,2013,0
5049,2013,0
5051,2013,13.2
5053,2013,22.2
5055,2013,0
5057,2013,0
5059,2013,8.96
5061,2013,29.45
5063,2013,10.81
5065,2013,0
5067,2013,22.71
5069,2013,16.4
5071,2013,11.61
5073,2013,55.16
5075,2013,23.51
5077,2013,104.7
5079,2013,21.38
5081,2013,31.42
5083,2013,0
5085,2013,4.24
5087,2013,0
5089,2013,24.35
5091,2013,9.22
5093,2013,8.94
5095,2013,39.05
5097,2013,0
5099,2013,34.09
5101,2013,0
5103,2013,0
5105,2013,38.67
5107,2013,19.61
5109,2013,0
5111,2013,16.57
5113,2013,0
5115,2013,4.8
5117,2013,0
5119,2013,31.5
5121,2013,22.61
5123,2013,11.01
5125,2013,3.5
5127,2013,0
5129,2013,0
5131,2013,6.7
5133,2013,23.03
5135,2013,23.46
5137,2013,0
5139,2013,9.83
5141,2013,0
5143,2013,6.3
5145,2013,5.1
5147,2013,0
5149,2013,18.27
6001,2013,16.1
6003,2013,0
6005,2013,10.95
6007,2013,4.2
6009,2013,8.99
6011,2013,0
6013,2013,7.7
6015,2013,0
6017,2013,2.2
6019,2013,11.9
6021,2013,0
6023,2013,2.97
6025,2013,15
6027,2013,0
6029,2013,15.5
6031,2013,10
6033,2013,6.26
6035,2013,0
6037,2013,21.6
6039,2013,5.8
6041,2013,5.9
6043,2013,0
6045,2013,4.59
6047,2013,6.3
6049,2013,0
6051,2013,0
6053,2013,8.4
6055,2013,4.2
6057,2013,4.07
6059,2013,11.6
6061,2013,4.2
6063,2013,0
6065,2013,12.6
6067,2013,13.8
6069,2013,6.94
6071,2013,11.4
6073,2013,18
6075,2013,52.5
6077,2013,14.1
6079,2013,6.7
6081,2013,7.9
6083,2013,5.2
6085,2013,8.8
6087,2013,5.7
6089,2013,5.3
6091,2013,0
6093,2013,0
6095,2013,7.6
6097,2013,8.3
6099,2013,8.8
6101,2013,7.8
6103,2013,4.76
6105,2013,0
6107,2013,8.1
6109,2013,5.57
6111,2013,6.6
6113,2013,3.4
6115,2013,5.45
8001,2013,8.6
8003,2013,0
8005,2013,10.4
8007,2013,0
8009,2013,0
8011,2013,0
8013,2013,3.4
8014,2013,6.73
8015,2013,0
8017,2013,0
8019,2013,0
8021,2013,0
8023,2013,0
8025,2013,0
8027,2013,0
8029,2013,0
8031,2013,23
8033,2013,0
8035,2013,0.98
8037,2013,7.62
8039,2013,16.85
8041,2013,5
8043,2013,0
8045,2013,6.98
8047,2013,0
8049,2013,0
8051,2013,25.79
8053,2013,0
8055,2013,0
8057,2013,0
8059,2013,5.1
8061,2013,0
8063,2013,0
8065,2013,0
8067,2013,0
8069,2013,0.95
8071,2013,0
8073,2013,0
8075,2013,0
8077,2013,2.71
8079,2013,0
8081,2013,0
8083,2013,0
8085,2013,0
8087,2013,0
8089,2013,21.39
8091,2013,0
8093,2013,0
8095,2013,0
8097,2013,0
8099,2013,0
8101,2013,8.2
8103,2013,58.76
8105,2013,0
8107,2013,0
8109,2013,0
8111,2013,0
8113,2013,52.1
8115,2013,0
8117,2013,13.96
8119,2013,12.89
8121,2013,0
8123,2013,3.2
8125,2013,0
9001,2013,11.5
9003,2013,13.5
9005,2013,6.2
9007,2013,6.3
9009,2013,12.4
9011,2013,6.8
9013,2013,2.64
9015,2013,3.4
10001,2013,14.3
10003,2013,15.8
10005,2013,9.1
11001,2013,86.3
12001,2013,21
12003,2013,22.5
12005,2013,19.7
12007,2013,14.9
12009,2013,11.3
12011,2013,41.2
12013,2013,27.24
12015,2013,6
12017,2013,4
12019,2013,4.3
12021,2013,11.5
12023,2013,10.5
12027,2013,11.59
12029,2013,25.09
12031,2013,39
12033,2013,21.2
12035,2013,4
12037,2013,34.49
12039,2013,28.6
12041,2013,0
12043,2013,29.97
12045,2013,25.27
12047,2013,27.87
12049,2013,14.54
12051,2013,10.67
12053,2013,6.6
12055,2013,10.5
12057,2013,27.8
12059,2013,15.22
12061,2013,8
12063,2013,30.7
12065,2013,40.4
12067,2013,45.21
12069,2013,11.7
12071,2013,13.6
12073,2013,37.4
12075,2013,20.7
12077,2013,0
12079,2013,31.1
12081,2013,9.9
12083,2013,13.4
12085,2013,11.2
12086,2013,50.3
12087,2013,11.8
12089,2013,9.3
12091,2013,8.1
12093,2013,10.17
12095,2013,34
12097,2013,24.4
12099,2013,26.9
12101,2013,6.4
12103,2013,18.9
12105,2013,17.3
12107,2013,16.4
12109,2013,9
12111,2013,17.7
12113,2013,9.6
12115,2013,10.9
12117,2013,12.4
12119,2013,13.9
12121,2013,21.7
12123,2013,13.13
12125,2013,38.1
12127,2013,14.9
12129,2013,9.67
12131,2013,6.69
12133,2013,12.18
13001,2013,16.27
13003,2013,48.25
13005,2013,35.66
13007,2013,0
13009,2013,20.2
13011,2013,32.8
13013,2013,5.6
13015,2013,18.1
13017,2013,22.84
13019,2013,15.75
13021,2013,43.4
13023,2013,31.32
13025,2013,21.87
13027,2013,25.78
13029,2013,9.05
13031,2013,29.4
13033,2013,27.1
13035,2013,86.9
13037,2013,61.32
13039,2013,0
13043,2013,27.43
13045,2013,9.7
13047,2013,4.59
13049,2013,30.18
13051,2013,41.5
13053,2013,31.15
13055,2013,0
13057,2013,11
13059,2013,17.2
13061,2013,98.52
13063,2013,60.8
13065,2013,44.15
13067,2013,21.1
13069,2013,9.25
13071,2013,35.2
13073,2013,12.6
13075,2013,36.2
13077,2013,10.2
13079,2013,23.99
13081,2013,17.14
13083,2013,24.23
13085,2013,13.22
13087,2013,26.6
13089,2013,64.3
13091,2013,18.85
13093,2013,27.96
13095,2013,44.6
13097,2013,18.2
13099,2013,28.46
13101,2013,98.6
13103,2013,15.9
13105,2013,20.41
13107,2013,13.12
13109,2013,36.92
13111,2013,0
13113,2013,15.3
13115,2013,8.8
13117,2013,3.9
13119,2013,18.17
13121,2013,70.9
13123,2013,14
13125,2013,0
13127,2013,13.3
13129,2013,7.17
13131,2013,34.3
13133,2013,24.51
13135,2013,14.9
13137,2013,6.93
13139,2013,9.3
13141,2013,45.05
13143,2013,10.53
13145,2013,12.25
13147,2013,15.72
13149,2013,34.61
13151,2013,14.6
13153,2013,20
13155,2013,42.43
13157,2013,6.55
13159,2013,44.5
13161,2013,0
13163,2013,18.38
13165,2013,32.37
13167,2013,30.72
13169,2013,14
13171,2013,0
13173,2013,0
13175,2013,23
13177,2013,13.76
13179,2013,14.7
13181,2013,51.61
13183,2013,0
13185,2013,22.6
13187,2013,0
13189,2013,13.91
13191,2013,28.56
13193,2013,21.41
13195,2013,10.69
13197,2013,46.3
13199,2013,14.13
13201,2013,0
13205,2013,13.02
13207,2013,0
13209,2013,33.26
13211,2013,22.5
13213,2013,10.19
13215,2013,27.7
13217,2013,8.5
13219,2013,11.75
13221,2013,27.5
13223,2013,2.72
13225,2013,14.81
13227,2013,0
13229,2013,0
13231,2013,0
13233,2013,9.71
13235,2013,34.66
13237,2013,18.72
13239,2013,0
13241,2013,0
13243,2013,0
13245,2013,33.8
13247,2013,12.7
13249,2013,0
13251,2013,28.09
13253,2013,0
13255,2013,9.6
13257,2013,0
13259,2013,68.17
13261,2013,9.57
13263,2013,61.96
13265,2013,0
13267,2013,36.8
13269,2013,47.26
13271,2013,24.11
13273,2013,44.34
13275,2013,24.4
13277,2013,15.2
13279,2013,23
13281,2013,0
13283,2013,0
13285,2013,12.4
13287,2013,0
13289,2013,0
13291,2013,0
13293,2013,22.5
13295,2013,0
13297,2013,4.66
13299,2013,20.3
13301,2013,0
13303,2013,14.51
13305,2013,9.97
13307,2013,0
13309,2013,50.58
13311,2013,0
13313,2013,2.91
13315,2013,44.64
13317,2013,0
13319,2013,42.41
13321,2013,14.09
15001,2013,10.6
15003,2013,7.9
15005,2013,0
15007,2013,5.75
15009,2013,7.4
16001,2013,4.4
16003,2013,0
16005,2013,4.8
16007,2013,0
16009,2013,0
16011,2013,8.83
16013,2013,0
16015,2013,0
16017,2013,0
16019,2013,0
16021,2013,0
16023,2013,0
16025,2013,0
16027,2013,4.5
16029,2013,0
16031,2013,0
16033,2013,0
16035,2013,0
16037,2013,0
16039,2013,0
16041,2013,0
16043,2013,0
16045,2013,0
16047,2013,0
16049,2013,0
16051,2013,0
16053,2013,0
16055,2013,0
16057,2013,0
16059,2013,0
16061,2013,0
16063,2013,0
16065,2013,8.01
16067,2013,0
16069,2013,0
16071,2013,0
16073,2013,0
16075,2013,0
16077,2013,0
16079,2013,0
16081,2013,0
16083,2013,5
16085,2013,0
16087,2013,0
17001,2013,4.47
17003,2013,52.43
17005,2013,22.9
17007,2013,5.56
17009,2013,58.31
17011,2013,11.75
17013,2013,59.3
17015,2013,26.83
17017,2013,0
17019,2013,10.7
17021,2013,11.66
17023,2013,0
17025,2013,0
17027,2013,0
17029,2013,0
17031,2013,27.3
17033,2013,20.51
17035,2013,0
17037,2013,3.82
17039,2013,24.36
17041,2013,0
17043,2013,5.1
17045,2013,0
17047,2013,0
17049,2013,0
17051,2013,18.13
17053,2013,21.69
17055,2013,10.2
17057,2013,11.01
17059,2013,0
17061,2013,0
17063,2013,7.96
17065,2013,0
17067,2013,0
17069,2013,95.67
17071,2013,0
17073,2013,0
17075,2013,0
17077,2013,9.6
17079,2013,0
17081,2013,10.35
17083,2013,0
17085,2013,0
17087,2013,23.66
17089,2013,5.9
17091,2013,2.68
17093,2013,3.35
17095,2013,5.76
17097,2013,6.4
17099,2013,2.67
17101,2013,24.16
17103,2013,11.48
17105,2013,0
17107,2013,13.35
17109,2013,0
17111,2013,0.98
17113,2013,6.8
17115,2013,13.1
17117,2013,8.53
17119,2013,5.8
17121,2013,10.36
17123,2013,0
17125,2013,0
17127,2013,0
17129,2013,0
17131,2013,0
17133,2013,11.94
17135,2013,0
17137,2013,11.41
17139,2013,0
17141,2013,5.73
17143,2013,7.7
17145,2013,13.71
17147,2013,0
17149,2013,0
17151,2013,0
17153,2013,67.7
17155,2013,0
17157,2013,12.16
17159,2013,0
17161,2013,4.9
17163,2013,18.6
17165,2013,0
17167,2013,10.2
17169,2013,0
17171,2013,0
17173,2013,18.08
17175,2013,0
17177,2013,6.42
17179,2013,2.93
17181,2013,0
17183,2013,9
17185,2013,34.29
17187,2013,0
17189,2013,0
17191,2013,0
17193,2013,27.49
17195,2013,5.21
17197,2013,6.1
17199,2013,4.48
17201,2013,12
17203,2013,0
18001,2013,8.67
18003,2013,7.8
18005,2013,5.03
18007,2013,0
18009,2013,0
18011,2013,0
18013,2013,0
18015,2013,14.94
18017,2013,0
18019,2013,14.9
18021,2013,14.92
18023,2013,0
18025,2013,0
18027,2013,12.34
18029,2013,8.02
18031,2013,0
18033,2013,0
18035,2013,5
18037,2013,0
18039,2013,3.8
18041,2013,12.57
18043,2013,7.9
18045,2013,0
18047,2013,0
18049,2013,0
18051,2013,0
18053,2013,4.34
18055,2013,0
18057,2013,3.4
18059,2013,4.19
18061,2013,0
18063,2013,7.2
18065,2013,8.16
18067,2013,4.83
18069,2013,0
18071,2013,0
18073,2013,8.98
18075,2013,0
18077,2013,0
18079,2013,0
18081,2013,7.6
18083,2013,0
18085,2013,5.13
18087,2013,0
18089,2013,15
18091,2013,5.3
18093,2013,8.73
18095,2013,3.07
18097,2013,28.9
18099,2013,0
18101,2013,0
18103,2013,11.07
18105,2013,2.11
18107,2013,10.48
18109,2013,4.3
18111,2013,21.3
18113,2013,8.41
18115,2013,0
18117,2013,0
18119,2013,0
18121,2013,17.44
18123,2013,0
18125,2013,31.54
18127,2013,5
18129,2013,0
18131,2013,0
18133,2013,10.67
18135,2013,15.61
18137,2013,0
18139,2013,0
18141,2013,10
18143,2013,16.69
18145,2013,6.71
18147,2013,0
18149,2013,0
18151,2013,11.64
18153,2013,0
18155,2013,38
18157,2013,3.2
18159,2013,25.56
18161,2013,0
18163,2013,4.6
18165,2013,0
18167,2013,12
18169,2013,0
18171,2013,0
18173,2013,6.55
18175,2013,10.8
18177,2013,5.89
18179,2013,14.38
18181,2013,16.35
18183,2013,0
19001,2013,0
19003,2013,0
19005,2013,0
19007,2013,0
19009,2013,0
19011,2013,0
19013,2013,9.8
19015,2013,0
19017,2013,0
19019,2013,14.3
19021,2013,29.7
19023,2013,0
19025,2013,0
19027,2013,19.42
19029,2013,0
19031,2013,16.31
19033,2013,9.18
19035,2013,0
19037,2013,0
19039,2013,42.9
19041,2013,0
19043,2013,0
19045,2013,8.26
19047,2013,0
19049,2013,5.36
19051,2013,0
19053,2013,0
19055,2013,0
19057,2013,0
19059,2013,0
19061,2013,6.2
19063,2013,0
19065,2013,0
19067,2013,0
19069,2013,0
19071,2013,0
19073,2013,43.77
19075,2013,0
19077,2013,28.07
19079,2013,0
19081,2013,0
19083,2013,0
19085,2013,0
19087,2013,0
19089,2013,0
19091,2013,0
19093,2013,0
19095,2013,0
19097,2013,0
19099,2013,0
19101,2013,0
19103,2013,9.2
19105,2013,19.41
19107,2013,38.73
19109,2013,0
19111,2013,0
19113,2013,10.6
19115,2013,0
19117,2013,0
19119,2013,0
19121,2013,0
19123,2013,17.84
19125,2013,12.03
19127,2013,0
19129,2013,0
19131,2013,0
19133,2013,0
19135,2013,0
19137,2013,0
19139,2013,9.34
19141,2013,0
19143,2013,0
19145,2013,0
19147,2013,32.66
19149,2013,16.03
19151,2013,0
19153,2013,8.1
19155,2013,0
19157,2013,0
19159,2013,0
19161,2013,0
19163,2013,10
19165,2013,33.44
19167,2013,8.68
19169,2013,3.25
19171,2013,0
19173,2013,0
19175,2013,0
19177,2013,0
19179,2013,0
19181,2013,8.45
19183,2013,0
19185,2013,0
19187,2013,0
19189,2013,0
19191,2013,0
19193,2013,2.94
19195,2013,0
19197,2013,0
20001,2013,0
20003,2013,0
20005,2013,23.88
20007,2013,0
20009,2013,0
20011,2013,20.2
20013,2013,0
20015,2013,6.08
20017,2013,148.15
20019,2013,0
20021,2013,0
20023,2013,0
20025,2013,0
20027,2013,0
20029,2013,0
20031,2013,0
20033,2013,0
20035,2013,0
20037,2013,10.18
20039,2013,0
20041,2013,15.3
20043,2013,0
20045,2013,5.1
20047,2013,0
20049,2013,0
20051,2013,0
20053,2013,0
20055,2013,10.78
20057,2013,11.49
20059,2013,0
20061,2013,21.7
20063,2013,0
20065,2013,0
20067,2013,0
20069,2013,0
20071,2013,0
20073,2013,0
20075,2013,0
20077,2013,0
20079,2013,8.64
20081,2013,0
20083,2013,0
20085,2013,0
20087,2013,0
20089,2013,0
20091,2013,9.1
20093,2013,0
20095,2013,0
20097,2013,0
20099,2013,14.34
20101,2013,0
20103,2013,12.4
20105,2013,0
20107,2013,0
20109,2013,0
20111,2013,11.94
20113,2013,0
20115,2013,32.74
20117,2013,0
20119,2013,0
20121,2013,0
20123,2013,0
20125,2013,0
20127,2013,0
20129,2013,0
20131,2013,0
20133,2013,18.26
20135,2013,0
20137,2013,0
20139,2013,0
20141,2013,0
20143,2013,0
20145,2013,0
20147,2013,0
20149,2013,17.63
20151,2013,0
20153,2013,0
20155,2013,6.23
20157,2013,0
20159,2013,0
20161,2013,5.31
20163,2013,0
20165,2013,0
20167,2013,0
20169,2013,10.9
20171,2013,0
20173,2013,5.9
20175,2013,17.1
20177,2013,9.5
20179,2013,0
20181,2013,0
20183,2013,0
20185,2013,0
20187,2013,0
20189,2013,0
20191,2013,0
20193,2013,0
20195,2013,0
20197,2013,0
20199,2013,0
20201,2013,0
20203,2013,0
20205,2013,0
20207,2013,0
20209,2013,14.2
21001,2013,16.02
21003,2013,14.77
21005,2013,18.34
21007,2013,48.01
21009,2013,6.97
21011,2013,25.08
21013,2013,10.76
21015,2013,2.41
21017,2013,20
21019,2013,8.18
21021,2013,13.79
21023,2013,35.65
21025,2013,29.53
21027,2013,19.96
21029,2013,3.9
21031,2013,31.27
21033,2013,31.19
21035,2013,10.62
21037,2013,7.8
21039,2013,79.98
21041,2013,27.39
21043,2013,14.7
21045,2013,18.67
21047,2013,8.7
21049,2013,11.23
21051,2013,14.04
21053,2013,39.42
21055,2013,43.22
21057,2013,58.92
21059,2013,4.07
21061,2013,24.87
21063,2013,52.38
21065,2013,27.61
21067,2013,23.7
21069,2013,27.57
21071,2013,10.33
21073,2013,6.04
21075,2013,62.65
21077,2013,35.4
21079,2013,23.65
21081,2013,12.12
21083,2013,10.68
21085,2013,11.54
21087,2013,26.83
21089,2013,8.21
21091,2013,46.05
21093,2013,6.7
21095,2013,14.04
21097,2013,21.6
21099,2013,21.54
21101,2013,8.63
21103,2013,19.42
21105,2013,84.3
21107,2013,8.58
21109,2013,22.34
21111,2013,21
21113,2013,5.98
21115,2013,17.06
21117,2013,5.2
21119,2013,25.04
21121,2013,9.44
21123,2013,28.44
21125,2013,6.72
21127,2013,25.23
21129,2013,55.1
21131,2013,27.23
21133,2013,12.7
21135,2013,28.97
21137,2013,16.41
21139,2013,42.74
21141,2013,14.88
21143,2013,47.33
21145,2013,6.12
21147,2013,16.68
21149,2013,42.12
21151,2013,13.7
21153,2013,23.17
21155,2013,19.96
21157,2013,12.86
21159,2013,23.72
21161,2013,17.36
21163,2013,13.69
21165,2013,63.61
21167,2013,14.05
21169,2013,30.05
21171,2013,37.45
21173,2013,11.01
21175,2013,22.42
21177,2013,12.83
21179,2013,6.74
21181,2013,56.83
21183,2013,16.68
21185,2013,6.41
21187,2013,37.52
21189,2013,85.95
21191,2013,27.45
21193,2013,10.71
21195,2013,4.73
21197,2013,32.02
21199,2013,4.69
21201,2013,134.23
21203,2013,23.96
21205,2013,12.75
21207,2013,22.53
21209,2013,8.01
21211,2013,6.78
21213,2013,16.86
21215,2013,22.68
21217,2013,12.17
21219,2013,31.99
21221,2013,20.99
21223,2013,34.03
21225,2013,19.96
21227,2013,6
21229,2013,25.26
21231,2013,14.51
21233,2013,29.74
21235,2013,11.18
21237,2013,55.19
21239,2013,11.87
22001,2013,13.9
22003,2013,23.3
22005,2013,17.4
22007,2013,17.25
22009,2013,23.4
22011,2013,0
22013,2013,28.61
22015,2013,16.8
22017,2013,36.7
22019,2013,18.1
22021,2013,40.04
22023,2013,0
22025,2013,39.07
22027,2013,0
22029,2013,14.68
22031,2013,14.77
22033,2013,53.5
22035,2013,0
22037,2013,20.28
22039,2013,29.2
22041,2013,35.9
22043,2013,18.16
22045,2013,11.7
22047,2013,49.7
22049,2013,24.83
22051,2013,26.9
22053,2013,9.58
22055,2013,22
22057,2013,9.9
22059,2013,56.6
22061,2013,22.3
22063,2013,12
22065,2013,33.54
22067,2013,14.78
22069,2013,18.5
22071,2013,83.5
22073,2013,39.3
22075,2013,16.99
22077,2013,17.78
22079,2013,30.5
22081,2013,33.73
22083,2013,19.18
22085,2013,0
22087,2013,28.8
22089,2013,16.2
22091,2013,36.78
22093,2013,39
22095,2013,33.6
22097,2013,28.3
22099,2013,11.5
22101,2013,7.47
22103,2013,12
22105,2013,19.4
22107,2013,0
22109,2013,17.5
22111,2013,17.9
22113,2013,5.06
22115,2013,14.3
22117,2013,15.6
22119,2013,32.4
22121,2013,34.4
22123,2013,0
22125,2013,36.6
22127,2013,27
23001,2013,6.7
23003,2013,0
23005,2013,6.9
23007,2013,13.12
23009,2013,5.47
23011,2013,2.48
23013,2013,0
23015,2013,0
23017,2013,6.98
23019,2013,0
23021,2013,0
23023,2013,0
23025,2013,0
23027,2013,0
23029,2013,0
23031,2013,3.5
24001,2013,9.3
24003,2013,12.1
24005,2013,22.3
24009,2013,4.42
24011,2013,12.24
24013,2013,2.39
24015,2013,7.1
24017,2013,28.5
24019,2013,12.25
24021,2013,6.5
24023,2013,13.38
24025,2013,14.4
24027,2013,12.3
24029,2013,0
24031,2013,22.8
24033,2013,50.2
24035,2013,0
24037,2013,8.9
24039,2013,15.22
24041,2013,10.55
24043,2013,6.4
24045,2013,13
24047,2013,7.75
24510,2013,67.5
25001,2013,7.3
25003,2013,3.09
25005,2013,9.8
25007,2013,0
25009,2013,10.4
25011,2013,5.62
25013,2013,18.3
25015,2013,1.88
25017,2013,9.8
25019,2013,0
25021,2013,6.2
25023,2013,11.1
25025,2013,30.2
25027,2013,6.4
26001,2013,0
26003,2013,42.01
26005,2013,2.67
26007,2013,13.75
26009,2013,0
26011,2013,0
26013,2013,0
26015,2013,6.77
26017,2013,3.74
26019,2013,22.95
26021,2013,12.2
26023,2013,0
26025,2013,6.2
26027,2013,5.78
26029,2013,0
26031,2013,15.55
26033,2013,10.34
26035,2013,13.09
26037,2013,5.21
26039,2013,28.77
26041,2013,10.84
26043,2013,11.5
26045,2013,2.77
26047,2013,9.05
26049,2013,6.9
26051,2013,15.69
26053,2013,0
26055,2013,3.33
26057,2013,0
26059,2013,8.68
26061,2013,0
26063,2013,0
26065,2013,8.2
26067,2013,6.24
26069,2013,0
26071,2013,0
26073,2013,4.26
26075,2013,10.4
26077,2013,6
26079,2013,0
26081,2013,8.2
26083,2013,0
26085,2013,0
26087,2013,4.53
26089,2013,0
26091,2013,4.03
26093,2013,3.9
26095,2013,0
26097,2013,36.16
26099,2013,7.2
26101,2013,0
26103,2013,0
26105,2013,0
26107,2013,6.96
26109,2013,0
26111,2013,4.77
26113,2013,0
26115,2013,1.99
26117,2013,0
26119,2013,0
26121,2013,4.2
26123,2013,8.33
26125,2013,10
26127,2013,0
26129,2013,0
26131,2013,0
26133,2013,0
26135,2013,47.74
26137,2013,0
26139,2013,1.47
26141,2013,0
26143,2013,16.66
26145,2013,9.6
26147,2013,3.7
26149,2013,6.56
26151,2013,0
26153,2013,0
26155,2013,0
26157,2013,7.37
26159,2013,5.3
26161,2013,11.4
26163,2013,22.2
26165,2013,0
27001,2013,0
27003,2013,4.3
27005,2013,12.04
27007,2013,0
27009,2013,7.65
27011,2013,0
27013,2013,0
27015,2013,0
27017,2013,0
27019,2013,4.19
27021,2013,14.01
27023,2013,0
27025,2013,7.44
27027,2013,6.59
27029,2013,0
27031,2013,0
27033,2013,34.44
27035,2013,6.33
27037,2013,4.2
27039,2013,19.66
27041,2013,0
27043,2013,0
27045,2013,0
27047,2013,0
27049,2013,8.61
27051,2013,50.09
27053,2013,17.3
27055,2013,0
27057,2013,0
27059,2013,0
27061,2013,0
27063,2013,0
27065,2013,25.01
27067,2013,7.07
27069,2013,0
27071,2013,0
27073,2013,0
27075,2013,0
27077,2013,0
27079,2013,0
27081,2013,0
27083,2013,0
27085,2013,11.14
27087,2013,0
27089,2013,0
27091,2013,0
27093,2013,12.98
27095,2013,0
27097,2013,0
27099,2013,10.17
27101,2013,0
27103,2013,0
27105,2013,18.5
27107,2013,0
27109,2013,2.01
27111,2013,0
27113,2013,0
27115,2013,10.31
27117,2013,0
27119,2013,12.67
27121,2013,0
27123,2013,8.7
27125,2013,0
27127,2013,0
27129,2013,0
27131,2013,0
27133,2013,0
27135,2013,25.77
27137,2013,5.8
27139,2013,4.6
27141,2013,4.44
27143,2013,0
27145,2013,1.97
27147,2013,10.97
27149,2013,0
27151,2013,0
27153,2013,0
27155,2013,0
27157,2013,0
27159,2013,0
27161,2013,0
27163,2013,4.4
27165,2013,0
27167,2013,0
27169,2013,0
27171,2013,3.11
27173,2013,0
28001,2013,18.4
28003,2013,10.72
28005,2013,0
28007,2013,20.71
28009,2013,0
28011,2013,21.7
28013,2013,0
28015,2013,38.52
28017,2013,23.11
28019,2013,35.84
28021,2013,43.23
28023,2013,18.28
28025,2013,19.6
28027,2013,89.6
28029,2013,25.1
28031,2013,20.59
28033,2013,14.6
28035,2013,37.8
28037,2013,0
28039,2013,17.27
28041,2013,0
28043,2013,18.51
28045,2013,8.78
28047,2013,14.3
28049,2013,48.6
28051,2013,21.71
28053,2013,44.83
28055,2013,0
28057,2013,12.8
28059,2013,14.7
28061,2013,36.3
28063,2013,39.32
28065,2013,25.11
28067,2013,16.1
28069,2013,38.86
28071,2013,15.7
28073,2013,5.1
